
##################################################################################
Loading workload A try 1
03:04:41.416 [Thread-3] INFO  c.a.mongodb.MongoClientConfiguration - Not validating the replica set name is 'myReplicaSet'.
mongo connection created with mongodb://192.168.5.2:27017/ycsb?replicaSet=myReplicaSet
[OVERALL], RunTime(ms), 1820
[OVERALL], Throughput(ops/sec), 5494.505494505494
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 6
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.32967032967032966
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 6
[TOTAL_GC_TIME_%], Time(%), 0.32967032967032966
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 1182.0
[CLEANUP], MinLatency(us), 1182
[CLEANUP], MaxLatency(us), 1182
[CLEANUP], 95thPercentileLatency(us), 1182
[CLEANUP], 99thPercentileLatency(us), 1182
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 173.8248
[INSERT], MinLatency(us), 36
[INSERT], MaxLatency(us), 146431
[INSERT], 95thPercentileLatency(us), 314
[INSERT], 99thPercentileLatency(us), 614
[INSERT], Return=OK, 10000

##################################################################################
Loading workload workloadb try 1
03:04:45.850 [Thread-3] INFO  c.a.mongodb.MongoClientConfiguration - Not validating the replica set name is 'myReplicaSet'.
mongo connection created with mongodb://192.168.5.2:27017/ycsb?replicaSet=myReplicaSet
[OVERALL], RunTime(ms), 1838
[OVERALL], Throughput(ops/sec), 5440.69640914037
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 5
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.2720348204570185
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 5
[TOTAL_GC_TIME_%], Time(%), 0.2720348204570185
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 767.0
[CLEANUP], MinLatency(us), 767
[CLEANUP], MaxLatency(us), 767
[CLEANUP], 95thPercentileLatency(us), 767
[CLEANUP], 99thPercentileLatency(us), 767
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 176.099
[INSERT], MinLatency(us), 38
[INSERT], MaxLatency(us), 78719
[INSERT], 95thPercentileLatency(us), 333
[INSERT], 99thPercentileLatency(us), 639
[INSERT], Return=OK, 10000

##################################################################################
Loading workload workloadc try 1
03:04:49.553 [Thread-3] INFO  c.a.mongodb.MongoClientConfiguration - Not validating the replica set name is 'myReplicaSet'.
mongo connection created with mongodb://192.168.5.2:27017/ycsb?replicaSet=myReplicaSet
[OVERALL], RunTime(ms), 1701
[OVERALL], Throughput(ops/sec), 5878.894767783657
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 5
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.29394473838918284
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 5
[TOTAL_GC_TIME_%], Time(%), 0.29394473838918284
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 852.0
[CLEANUP], MinLatency(us), 852
[CLEANUP], MaxLatency(us), 852
[CLEANUP], 95thPercentileLatency(us), 852
[CLEANUP], 99thPercentileLatency(us), 852
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 163.4392
[INSERT], MinLatency(us), 36
[INSERT], MaxLatency(us), 97855
[INSERT], 95thPercentileLatency(us), 318
[INSERT], 99thPercentileLatency(us), 573
[INSERT], Return=OK, 10000

##################################################################################
Loading workload A try 2
03:04:52.621 [Thread-3] INFO  c.a.mongodb.MongoClientConfiguration - Not validating the replica set name is 'myReplicaSet'.
mongo connection created with mongodb://192.168.5.2:27017/ycsb?replicaSet=myReplicaSet
[OVERALL], RunTime(ms), 1739
[OVERALL], Throughput(ops/sec), 5750.431282346176
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 6
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.3450258769407705
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 6
[TOTAL_GC_TIME_%], Time(%), 0.3450258769407705
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 913.0
[CLEANUP], MinLatency(us), 913
[CLEANUP], MaxLatency(us), 913
[CLEANUP], 95thPercentileLatency(us), 913
[CLEANUP], 99thPercentileLatency(us), 913
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 167.2186
[INSERT], MinLatency(us), 37
[INSERT], MaxLatency(us), 190719
[INSERT], 95thPercentileLatency(us), 295
[INSERT], 99thPercentileLatency(us), 524
[INSERT], Return=OK, 10000

##################################################################################
Loading workload workloadb try 2
