
##################################################################################
Loading data worload A try 1 
[OVERALL], RunTime(ms), 587
[OVERALL], Throughput(ops/sec), 17035.775127768313
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 2
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.34071550255536626
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 2
[TOTAL_GC_TIME_%], Time(%), 0.34071550255536626
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 464.0
[CLEANUP], MinLatency(us), 464
[CLEANUP], MaxLatency(us), 464
[CLEANUP], 95thPercentileLatency(us), 464
[CLEANUP], 99thPercentileLatency(us), 464
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 54.9086
[INSERT], MinLatency(us), 43
[INSERT], MaxLatency(us), 3347
[INSERT], 95thPercentileLatency(us), 73
[INSERT], 99thPercentileLatency(us), 117
[INSERT], Return=OK, 10000

##################################################################################
 Loading data worload B try 1 
[OVERALL], RunTime(ms), 568
[OVERALL], Throughput(ops/sec), 17605.6338028169
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 2
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.35211267605633806
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 2
[TOTAL_GC_TIME_%], Time(%), 0.35211267605633806
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 339.0
[CLEANUP], MinLatency(us), 339
[CLEANUP], MaxLatency(us), 339
[CLEANUP], 95thPercentileLatency(us), 339
[CLEANUP], 99thPercentileLatency(us), 339
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 53.2699
[INSERT], MinLatency(us), 40
[INSERT], MaxLatency(us), 3117
[INSERT], 95thPercentileLatency(us), 78
[INSERT], 99thPercentileLatency(us), 125
[INSERT], Return=OK, 10000

##################################################################################
Loading data worload C try 1
[OVERALL], RunTime(ms), 661
[OVERALL], Throughput(ops/sec), 15128.593040847201
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 2
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.30257186081694404
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 2
[TOTAL_GC_TIME_%], Time(%), 0.30257186081694404
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 366.0
[CLEANUP], MinLatency(us), 366
[CLEANUP], MaxLatency(us), 366
[CLEANUP], 95thPercentileLatency(us), 366
[CLEANUP], 99thPercentileLatency(us), 366
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 62.2236
[INSERT], MinLatency(us), 41
[INSERT], MaxLatency(us), 5167
[INSERT], 95thPercentileLatency(us), 115
[INSERT], 99thPercentileLatency(us), 162
[INSERT], Return=OK, 10000

##################################################################################
Loading data worload A try 2 
[OVERALL], RunTime(ms), 579
[OVERALL], Throughput(ops/sec), 17271.157167530226
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 2
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.3454231433506045
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 2
[TOTAL_GC_TIME_%], Time(%), 0.3454231433506045
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 383.0
[CLEANUP], MinLatency(us), 383
[CLEANUP], MaxLatency(us), 383
[CLEANUP], 95thPercentileLatency(us), 383
[CLEANUP], 99thPercentileLatency(us), 383
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 54.0099
[INSERT], MinLatency(us), 40
[INSERT], MaxLatency(us), 3013
[INSERT], 95thPercentileLatency(us), 80
[INSERT], 99thPercentileLatency(us), 129
[INSERT], Return=OK, 10000

##################################################################################
 Loading data worload B try 2 
[OVERALL], RunTime(ms), 607
[OVERALL], Throughput(ops/sec), 16474.464579901152
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 2
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.3294892915980231
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 2
[TOTAL_GC_TIME_%], Time(%), 0.3294892915980231
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 382.0
[CLEANUP], MinLatency(us), 382
[CLEANUP], MaxLatency(us), 382
[CLEANUP], 95thPercentileLatency(us), 382
[CLEANUP], 99thPercentileLatency(us), 382
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 57.3152
[INSERT], MinLatency(us), 38
[INSERT], MaxLatency(us), 5975
[INSERT], 95thPercentileLatency(us), 94
[INSERT], 99thPercentileLatency(us), 145
[INSERT], Return=OK, 10000

##################################################################################
Loading data worload C try 2
[OVERALL], RunTime(ms), 680
[OVERALL], Throughput(ops/sec), 14705.882352941177
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 2
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.29411764705882354
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 2
[TOTAL_GC_TIME_%], Time(%), 0.29411764705882354
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 446.0
[CLEANUP], MinLatency(us), 446
[CLEANUP], MaxLatency(us), 446
[CLEANUP], 95thPercentileLatency(us), 446
[CLEANUP], 99thPercentileLatency(us), 446
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 64.2672
[INSERT], MinLatency(us), 48
[INSERT], MaxLatency(us), 4531
[INSERT], 95thPercentileLatency(us), 96
[INSERT], 99thPercentileLatency(us), 137
[INSERT], Return=OK, 10000

##################################################################################
Loading data worload A try 3 
[OVERALL], RunTime(ms), 656
[OVERALL], Throughput(ops/sec), 15243.90243902439
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 2
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.3048780487804878
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 2
[TOTAL_GC_TIME_%], Time(%), 0.3048780487804878
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 406.0
[CLEANUP], MinLatency(us), 406
[CLEANUP], MaxLatency(us), 406
[CLEANUP], 95thPercentileLatency(us), 406
[CLEANUP], 99thPercentileLatency(us), 406
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 62.1789
[INSERT], MinLatency(us), 49
[INSERT], MaxLatency(us), 5683
[INSERT], 95thPercentileLatency(us), 83
[INSERT], 99thPercentileLatency(us), 124
[INSERT], Return=OK, 10000

##################################################################################
 Loading data worload B try 3 
[OVERALL], RunTime(ms), 676
[OVERALL], Throughput(ops/sec), 14792.899408284024
[TOTAL_GCS_PS_Scavenge], Count, 2
[TOTAL_GC_TIME_PS_Scavenge], Time(ms), 3
[TOTAL_GC_TIME_%_PS_Scavenge], Time(%), 0.4437869822485207
[TOTAL_GCS_PS_MarkSweep], Count, 0
[TOTAL_GC_TIME_PS_MarkSweep], Time(ms), 0
[TOTAL_GC_TIME_%_PS_MarkSweep], Time(%), 0.0
[TOTAL_GCs], Count, 2
[TOTAL_GC_TIME], Time(ms), 3
[TOTAL_GC_TIME_%], Time(%), 0.4437869822485207
[CLEANUP], Operations, 1
[CLEANUP], AverageLatency(us), 409.0
[CLEANUP], MinLatency(us), 409
[CLEANUP], MaxLatency(us), 409
[CLEANUP], 95thPercentileLatency(us), 409
[CLEANUP], 99thPercentileLatency(us), 409
[INSERT], Operations, 10000
[INSERT], AverageLatency(us), 64.1333
[INSERT], MinLatency(us), 48
[INSERT], MaxLatency(us), 3119
[INSERT], 95thPercentileLatency(us), 101
